"","nace_r2","geo","time","values"
"423","Professional, scientific and technical activities; administrative and support service activities","Lithuania",2017-07-01,473.3
"424","Professional, scientific and technical activities; administrative and support service activities","Luxembourg",2017-07-01,878.3
"425","Professional, scientific and technical activities; administrative and support service activities","Latvia",2017-07-01,238.7
"426","Public administration, defence, education, human health and social work activities","Switzerland",2017-07-01,17933.2
"427","Public administration, defence, education, human health and social work activities","Cyprus",2017-07-01,721.6
"428","Public administration, defence, education, human health and social work activities","Czechia",2017-07-01,3996.7
"429","Public administration, defence, education, human health and social work activities","Finland",2017-07-01,6811.6
"430","Public administration, defence, education, human health and social work activities","France",2017-07-01,95483.5
"431","Public administration, defence, education, human health and social work activities","Italy",2017-07-01,55063.9
"432","Public administration, defence, education, human health and social work activities","Lithuania",2017-07-01,716.4
"433","Public administration, defence, education, human health and social work activities","Luxembourg",2017-07-01,1443.2
"434","Public administration, defence, education, human health and social work activities","Latvia",2017-07-01,466.9
"435","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Switzerland",2017-07-01,2196.2
"436","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Cyprus",2017-07-01,158
"437","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Czechia",2017-07-01,671
"438","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Finland",2017-07-01,1071.5
"439","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","France",2017-07-01,13524.3
"440","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Hungary",2017-07-01,691.2
"441","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Italy",2017-07-01,12954.5
"442","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Lithuania",2017-07-01,105.8
"443","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Luxembourg",2017-07-01,165.4
"444","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Latvia",2017-07-01,105.5
"445","Total - all NACE activities","Austria",2017-07-01,67269.4
"446","Total - all NACE activities","Switzerland",2017-07-01,99664.8
"447","Total - all NACE activities","Cyprus",2017-07-01,3831.7
"448","Total - all NACE activities","Czechia",2017-07-01,33597.9
"449","Total - all NACE activities","Finland",2017-07-01,38484.6
"450","Total - all NACE activities","France",2017-07-01,444941.9
"451","Total - all NACE activities","Hungary",2017-07-01,23492.9
"452","Total - all NACE activities","Italy",2017-07-01,333532.1
"453","Total - all NACE activities","Lithuania",2017-07-01,6940
"454","Total - all NACE activities","Luxembourg",2017-07-01,8717.5
"455","Total - all NACE activities","Latvia",2017-07-01,3936.8
"456","Total - all NACE activities","Netherlands",2017-07-01,143564.1
"457","Agriculture, forestry and fishing","Switzerland",2017-04-01,703.4
"458","Agriculture, forestry and fishing","Cyprus",2017-04-01,63.3
"459","Agriculture, forestry and fishing","Czechia",2017-04-01,505
"460","Agriculture, forestry and fishing","Finland",2017-04-01,1198.2
"461","Agriculture, forestry and fishing","France",2017-04-01,7811.4
"462","Agriculture, forestry and fishing","Italy",2017-04-01,6054.7
"463","Agriculture, forestry and fishing","Lithuania",2017-04-01,226.5
"464","Agriculture, forestry and fishing","Luxembourg",2017-04-01,18.9
"465","Agriculture, forestry and fishing","Latvia",2017-04-01,194.9
"466","Industry (except construction)","Switzerland",2017-04-01,21696
"467","Industry (except construction)","Cyprus",2017-04-01,292.6
"468","Industry (except construction)","Czechia",2017-04-01,12119.2
"469","Industry (except construction)","Finland",2017-04-01,9505.6
"470","Industry (except construction)","France",2017-04-01,66782.3
"471","Industry (except construction)","Hungary",2017-04-01,6170.5
"472","Industry (except construction)","Italy",2017-04-01,65785.7
"473","Industry (except construction)","Lithuania",2017-04-01,1569.7
"474","Industry (except construction)","Luxembourg",2017-04-01,616.4
"475","Industry (except construction)","Latvia",2017-04-01,536.2
"476","Manufacturing","Switzerland",2017-04-01,20472.8
"477","Manufacturing","Cyprus",2017-04-01,221.2
"478","Manufacturing","Czechia",2017-04-01,12103.8
"479","Manufacturing","Finland",2017-04-01,8451.5
"480","Manufacturing","France",2017-04-01,58569.8
"481","Manufacturing","Hungary",2017-04-01,5516.4
"482","Manufacturing","Italy",2017-04-01,59633.4
"483","Manufacturing","Lithuania",2017-04-01,1413
"484","Manufacturing","Luxembourg",2017-04-01,519.3
"485","Manufacturing","Latvia",2017-04-01,440.1
"486","Construction","Switzerland",2017-04-01,4802.6
"487","Construction","Cyprus",2017-04-01,198.8
"488","Construction","Czechia",2017-04-01,1618.3
"489","Construction","Finland",2017-04-01,2523
"490","Construction","France",2017-04-01,19416.2
"491","Construction","Italy",2017-04-01,14154
"492","Construction","Lithuania",2017-04-01,415.9
"493","Construction","Luxembourg",2017-04-01,525.8
"494","Construction","Latvia",2017-04-01,173.5
"495","Wholesale and retail trade, transport, accomodation and food service activities","Switzerland",2017-04-01,22126.7
"496","Wholesale and retail trade, transport, accomodation and food service activities","Cyprus",2017-04-01,1012.7
"497","Wholesale and retail trade, transport, accomodation and food service activities","Czechia",2017-04-01,6330
"498","Wholesale and retail trade, transport, accomodation and food service activities","Finland",2017-04-01,6755.6
"499","Wholesale and retail trade, transport, accomodation and food service activities","France",2017-04-01,83336.8
"500","Wholesale and retail trade, transport, accomodation and food service activities","Italy",2017-04-01,71562.5
"501","Wholesale and retail trade, transport, accomodation and food service activities","Lithuania",2017-04-01,2034.8
"502","Wholesale and retail trade, transport, accomodation and food service activities","Luxembourg",2017-04-01,1447.4
"503","Wholesale and retail trade, transport, accomodation and food service activities","Latvia",2017-04-01,1124.9
"504","Information and communication","Switzerland",2017-04-01,4107.2
"505","Information and communication","Cyprus",2017-04-01,183.4
"506","Information and communication","Czechia",2017-04-01,1940.2
"507","Information and communication","Finland",2017-04-01,2915.2
"508","Information and communication","France",2017-04-01,32213.2
"509","Information and communication","Italy",2017-04-01,18024.8
"510","Information and communication","Lithuania",2017-04-01,331
"511","Information and communication","Luxembourg",2017-04-01,618.2
"512","Information and communication","Latvia",2017-04-01,156
"513","Financial and insurance activities","Switzerland",2017-04-01,10979.8
"514","Financial and insurance activities","Cyprus",2017-04-01,345.3
"515","Financial and insurance activities","Czechia",2017-04-01,1639.7
"516","Financial and insurance activities","Finland",2017-04-01,1034.3
"517","Financial and insurance activities","France",2017-04-01,17810.1
"518","Financial and insurance activities","Italy",2017-04-01,20815.1
"519","Financial and insurance activities","Lithuania",2017-04-01,145.6
"520","Financial and insurance activities","Luxembourg",2017-04-01,2247.7
"521","Financial and insurance activities","Latvia",2017-04-01,200.3
"522","Real estate activities","Switzerland",2017-04-01,5782.3
"523","Real estate activities","Cyprus",2017-04-01,373.9
"524","Real estate activities","Czechia",2017-04-01,2484.5
"525","Real estate activities","Finland",2017-04-01,4205.7
"526","Real estate activities","France",2017-04-01,55331.6
"527","Real estate activities","Italy",2017-04-01,41775.1
"528","Real estate activities","Lithuania",2017-04-01,378.8
"529","Real estate activities","Luxembourg",2017-04-01,893.7
"530","Real estate activities","Latvia",2017-04-01,427.5
"531","Professional, scientific and technical activities; administrative and support service activities","Switzerland",2017-04-01,8671
"532","Professional, scientific and technical activities; administrative and support service activities","Cyprus",2017-04-01,366.2
"533","Professional, scientific and technical activities; administrative and support service activities","Czechia",2017-04-01,2086.9
"534","Professional, scientific and technical activities; administrative and support service activities","Finland",2017-04-01,2966.1
"535","Professional, scientific and technical activities; administrative and support service activities","France",2017-04-01,60257.8
"536","Professional, scientific and technical activities; administrative and support service activities","Italy",2017-04-01,31481.6
"537","Professional, scientific and technical activities; administrative and support service activities","Lithuania",2017-04-01,446.3
