GDP,Geography,Industry,Quarter
"7,143",Arkansas,Retail trade,2008 Q2
"117,196",California,Retail trade,2008 Q2
"14,684",Colorado,Retail trade,2008 Q2
"11,600",Connecticut,Retail trade,2008 Q2
"2,470",Delaware,Retail trade,2008 Q2
"1,123",District of Columbia,Retail trade,2008 Q2
"165,111",Far West,Retail trade,2008 Q2
"56,889",Florida,Retail trade,2008 Q2
"25,946",Georgia,Retail trade,2008 Q2
"125,411",Great Lakes,Retail trade,2008 Q2
"4,650",Hawaii,Retail trade,2008 Q2
"4,739",Idaho,Retail trade,2008 Q2
"36,861",Illinois,Retail trade,2008 Q2
"16,655",Indiana,Retail trade,2008 Q2
"8,107",Iowa,Retail trade,2008 Q2
"8,039",Kansas,Retail trade,2008 Q2
"9,981",Kentucky,Retail trade,2008 Q2
"13,556",Louisiana,Retail trade,2008 Q2
"4,367",Maine,Retail trade,2008 Q2
"16,218",Maryland,Retail trade,2008 Q2
"16,967",Massachusetts,Retail trade,2008 Q2
"25,622",Michigan,Retail trade,2008 Q2
"137,063",Mideast,Retail trade,2008 Q2
"14,648",Minnesota,Retail trade,2008 Q2
"7,541",Mississippi,Retail trade,2008 Q2
"15,972",Missouri,Retail trade,2008 Q2
"2,488",Montana,Retail trade,2008 Q2
"5,289",Nebraska,Retail trade,2008 Q2
"8,607",Nevada,Retail trade,2008 Q2
"42,317",New England,Retail trade,2008 Q2
"4,591",New Hampshire,Retail trade,2008 Q2
"29,394",New Jersey,Retail trade,2008 Q2
"5,014",New Mexico,Retail trade,2008 Q2
"56,128",New York,Retail trade,2008 Q2
"22,599",North Carolina,Retail trade,2008 Q2
"1,982",North Dakota,Retail trade,2008 Q2
"31,160",Ohio,Retail trade,2008 Q2
"8,935",Oklahoma,Retail trade,2008 Q2
"8,956",Oregon,Retail trade,2008 Q2
"31,730",Pennsylvania,Retail trade,2008 Q2
"56,513",Plains,Retail trade,2008 Q2
"2,700",Rhode Island,Retail trade,2008 Q2
"32,245",Rocky Mountain,Retail trade,2008 Q2
"12,412",South Carolina,Retail trade,2008 Q2
"2,475",South Dakota,Retail trade,2008 Q2
"214,147",Southeast,Retail trade,2008 Q2
"102,646",Southwest,Retail trade,2008 Q2
"19,105",Tennessee,Retail trade,2008 Q2
"68,512",Texas,Retail trade,2008 Q2
"875,480",United States,Retail trade,2008 Q2
"8,349",Utah,Retail trade,2008 Q2
"2,092",Vermont,Retail trade,2008 Q2
"21,735",Virginia,Retail trade,2008 Q2
"23,830",Washington,Retail trade,2008 Q2
"4,462",West Virginia,Retail trade,2008 Q2
"15,113",Wisconsin,Retail trade,2008 Q2
"1,985",Wyoming,Retail trade,2008 Q2
"5,062",Alabama,Transportation and warehousing,2008 Q2
"5,624",Alaska,Transportation and warehousing,2008 Q2
"7,548",Arizona,Transportation and warehousing,2008 Q2
"4,962",Arkansas,Transportation and warehousing,2008 Q2
"47,125",California,Transportation and warehousing,2008 Q2
"7,033",Colorado,Transportation and warehousing,2008 Q2
"4,416",Connecticut,Transportation and warehousing,2008 Q2
821,Delaware,Transportation and warehousing,2008 Q2
371,District of Columbia,Transportation and warehousing,2008 Q2
"74,665",Far West,Transportation and warehousing,2008 Q2
"22,091",Florida,Transportation and warehousing,2008 Q2
"15,826",Georgia,Transportation and warehousing,2008 Q2
"67,995",Great Lakes,Transportation and warehousing,2008 Q2
"2,711",Hawaii,Transportation and warehousing,2008 Q2
"1,674",Idaho,Transportation and warehousing,2008 Q2
"23,941",Illinois,Transportation and warehousing,2008 Q2
"9,800",Indiana,Transportation and warehousing,2008 Q2
"5,133",Iowa,Transportation and warehousing,2008 Q2
"5,177",Kansas,Transportation and warehousing,2008 Q2
"7,673",Kentucky,Transportation and warehousing,2008 Q2
"8,762",Louisiana,Transportation and warehousing,2008 Q2
"1,259",Maine,Transportation and warehousing,2008 Q2
"6,063",Maryland,Transportation and warehousing,2008 Q2
"6,524",Massachusetts,Transportation and warehousing,2008 Q2
"10,120",Michigan,Transportation and warehousing,2008 Q2
"63,364",Mideast,Transportation and warehousing,2008 Q2
"7,675",Minnesota,Transportation and warehousing,2008 Q2
"3,347",Mississippi,Transportation and warehousing,2008 Q2
"9,333",Missouri,Transportation and warehousing,2008 Q2
"1,802",Montana,Transportation and warehousing,2008 Q2
"7,526",Nebraska,Transportation and warehousing,2008 Q2
"4,676",Nevada,Transportation and warehousing,2008 Q2
"14,461",New England,Transportation and warehousing,2008 Q2
968,New Hampshire,Transportation and warehousing,2008 Q2
"15,819",New Jersey,Transportation and warehousing,2008 Q2
"2,305",New Mexico,Transportation and warehousing,2008 Q2
"22,682",New York,Transportation and warehousing,2008 Q2
"9,409",North Carolina,Transportation and warehousing,2008 Q2
"1,436",North Dakota,Transportation and warehousing,2008 Q2
"16,536",Ohio,Transportation and warehousing,2008 Q2
"5,350",Oklahoma,Transportation and warehousing,2008 Q2
"4,886",Oregon,Transportation and warehousing,2008 Q2
"17,609",Pennsylvania,Transportation and warehousing,2008 Q2
"37,255",Plains,Transportation and warehousing,2008 Q2
762,Rhode Island,Transportation and warehousing,2008 Q2
"17,198",Rocky Mountain,Transportation and warehousing,2008 Q2
"3,928",South Carolina,Transportation and warehousing,2008 Q2
971,South Dakota,Transportation and warehousing,2008 Q2
"105,540",Southeast,Transportation and warehousing,2008 Q2
"59,499",Southwest,Transportation and warehousing,2008 Q2
"12,401",Tennessee,Transportation and warehousing,2008 Q2
"44,298",Texas,Transportation and warehousing,2008 Q2
"439,700",United States,Transportation and warehousing,2008 Q2
"4,061",Utah,Transportation and warehousing,2008 Q2
532,Vermont,Transportation and warehousing,2008 Q2
"9,968",Virginia,Transportation and warehousing,2008 Q2
"9,675",Washington,Transportation and warehousing,2008 Q2
"2,131",West Virginia,Transportation and warehousing,2008 Q2
"7,597",Wisconsin,Transportation and warehousing,2008 Q2
"2,630",Wyoming,Transportation and warehousing,2008 Q2
"5,428",Alabama,Utilities,2008 Q2
658,Alaska,Utilities,2008 Q2
"6,075",Arizona,Utilities,2008 Q2
"2,901",Arkansas,Utilities,2008 Q2
"30,921",California,Utilities,2008 Q2
"3,526",Colorado,Utilities,2008 Q2
"4,327",Connecticut,Utilities,2008 Q2
961,Delaware,Utilities,2008 Q2
"1,385",District of Columbia,Utilities,2008 Q2
"42,248",Far West,Utilities,2008 Q2
"17,381",Florida,Utilities,2008 Q2
"9,000",Georgia,Utilities,2008 Q2
"43,818",Great Lakes,Utilities,2008 Q2
"1,757",Hawaii,Utilities,2008 Q2
847,Idaho,Utilities,2008 Q2
"13,320",Illinois,Utilities,2008 Q2
"5,959",Indiana,Utilities,2008 Q2
"2,736",Iowa,Utilities,2008 Q2
"2,711",Kansas,Utilities,2008 Q2
"3,045",Kentucky,Utilities,2008 Q2
"5,136",Louisiana,Utilities,2008 Q2
"1,004",Maine,Utilities,2008 Q2
"6,351",Maryland,Utilities,2008 Q2
"5,377",Massachusetts,Utilities,2008 Q2
"8,650",Michigan,Utilities,2008 Q2
"50,361",Mideast,Utilities,2008 Q2
"4,466",Minnesota,Utilities,2008 Q2
"2,785",Mississippi,Utilities,2008 Q2
"4,374",Missouri,Utilities,2008 Q2
"1,088",Montana,Utilities,2008 Q2
"1,875",Nebraska,Utilities,2008 Q2
"2,454",Nevada,Utilities,2008 Q2
"13,522",New England,Utilities,2008 Q2
"1,344",New Hampshire,Utilities,2008 Q2
"9,152",New Jersey,Utilities,2008 Q2
"1,603",New Mexico,Utilities,2008 Q2
"20,765",New York,Utilities,2008 Q2
"5,944",North Carolina,Utilities,2008 Q2
"1,061",North Dakota,Utilities,2008 Q2
"10,543",Ohio,Utilities,2008 Q2
"4,277",Oklahoma,Utilities,2008 Q2
"2,578",Oregon,Utilities,2008 Q2
"11,745",Pennsylvania,Utilities,2008 Q2
"17,889",Plains,Utilities,2008 Q2
863,Rhode Island,Utilities,2008 Q2
"7,961",Rocky Mountain,Utilities,2008 Q2
"4,647",South Carolina,Utilities,2008 Q2
666,South Dakota,Utilities,2008 Q2
"66,285",Southeast,Utilities,2008 Q2
"42,177",Southwest,Utilities,2008 Q2
"1,848",Tennessee,Utilities,2008 Q2
"30,222",Texas,Utilities,2008 Q2
"284,123",United States,Utilities,2008 Q2
"1,657",Utah,Utilities,2008 Q2
606,Vermont,Utilities,2008 Q2
"6,192",Virginia,Utilities,2008 Q2
"3,880",Washington,Utilities,2008 Q2
"1,975",West Virginia,Utilities,2008 Q2
"5,345",Wisconsin,Utilities,2008 Q2
843,Wyoming,Utilities,2008 Q2
"11,261",Alabama,Wholesale trade,2008 Q2
"1,210",Alaska,Wholesale trade,2008 Q2
"16,623",Arizona,Wholesale trade,2008 Q2
"8,161",Arkansas,Wholesale trade,2008 Q2
"121,016",California,Wholesale trade,2008 Q2
"15,728",Colorado,Wholesale trade,2008 Q2
"14,745",Connecticut,Wholesale trade,2008 Q2
"2,601",Delaware,Wholesale trade,2008 Q2
893,District of Columbia,Wholesale trade,2008 Q2
"164,792",Far West,Wholesale trade,2008 Q2
"55,918",Florida,Wholesale trade,2008 Q2
"36,501",Georgia,Wholesale trade,2008 Q2
"148,050",Great Lakes,Wholesale trade,2008 Q2
"2,384",Hawaii,Wholesale trade,2008 Q2
"3,435",Idaho,Wholesale trade,2008 Q2
"52,274",Illinois,Wholesale trade,2008 Q2
"16,778",Indiana,Wholesale trade,2008 Q2
"8,893",Iowa,Wholesale trade,2008 Q2
"8,981",Kansas,Wholesale trade,2008 Q2
"12,055",Kentucky,Wholesale trade,2008 Q2
"11,284",Louisiana,Wholesale trade,2008 Q2
"2,955",Maine,Wholesale trade,2008 Q2
"15,497",Maryland,Wholesale trade,2008 Q2
"23,496",Massachusetts,Wholesale trade,2008 Q2
"27,827",Michigan,Wholesale trade,2008 Q2
"164,011",Mideast,Wholesale trade,2008 Q2
"20,104",Minnesota,Wholesale trade,2008 Q2
"5,053",Mississippi,Wholesale trade,2008 Q2
"17,773",Missouri,Wholesale trade,2008 Q2
"2,162",Montana,Wholesale trade,2008 Q2
"5,442",Nebraska,Wholesale trade,2008 Q2
"5,871",Nevada,Wholesale trade,2008 Q2
"49,499",New England,Wholesale trade,2008 Q2
"4,232",New Hampshire,Wholesale trade,2008 Q2
"43,727",New Jersey,Wholesale trade,2008 Q2
"3,126",New Mexico,Wholesale trade,2008 Q2
"63,468",New York,Wholesale trade,2008 Q2
"24,976",North Carolina,Wholesale trade,2008 Q2
"2,576",North Dakota,Wholesale trade,2008 Q2
"34,983",Ohio,Wholesale trade,2008 Q2
"8,611",Oklahoma,Wholesale trade,2008 Q2
"12,506",Oregon,Wholesale trade,2008 Q2
"37,825",Pennsylvania,Wholesale trade,2008 Q2
"66,118",Plains,Wholesale trade,2008 Q2
"2,742",Rhode Island,Wholesale trade,2008 Q2
"29,548",Rocky Mountain,Wholesale trade,2008 Q2
"10,816",South Carolina,Wholesale trade,2008 Q2
"2,348",South Dakota,Wholesale trade,2008 Q2
"217,945",Southeast,Wholesale trade,2008 Q2
"121,598",Southwest,Wholesale trade,2008 Q2
"19,927",Tennessee,Wholesale trade,2008 Q2
"93,238",Texas,Wholesale trade,2008 Q2
"961,675",United States,Wholesale trade,2008 Q2
"6,696",Utah,Wholesale trade,2008 Q2
"1,330",Vermont,Wholesale trade,2008 Q2
"18,683",Virginia,Wholesale trade,2008 Q2
"21,804",Washington,Wholesale trade,2008 Q2
"3,309",West Virginia,Wholesale trade,2008 Q2
"16,188",Wisconsin,Wholesale trade,2008 Q2
"1,528",Wyoming,Wholesale trade,2008 Q2
"4,352",Alabama,Accommodation and food services,2008 Q3
"1,191",Alaska,Accommodation and food services,2008 Q3
"8,923",Arizona,Accommodation and food services,2008 Q3
"2,530",Arkansas,Accommodation and food services,2008 Q3
"52,657",California,Accommodation and food services,2008 Q3
"8,388",Colorado,Accommodation and food services,2008 Q3
"4,394",Connecticut,Accommodation and food services,2008 Q3
"1,148",Delaware,Accommodation and food services,2008 Q3
"3,067",District of Columbia,Accommodation and food services,2008 Q3
"90,854",Far West,Accommodation and food services,2008 Q3
"31,180",Florida,Accommodation and food services,2008 Q3
"11,907",Georgia,Accommodation and food services,2008 Q3
"51,952",Great Lakes,Accommodation and food services,2008 Q3
"5,147",Hawaii,Accommodation and food services,2008 Q3
"1,493",Idaho,Accommodation and food services,2008 Q3
"17,569",Illinois,Accommodation and food services,2008 Q3
"6,509",Indiana,Accommodation and food services,2008 Q3
"3,049",Iowa,Accommodation and food services,2008 Q3
"3,055",Kansas,Accommodation and food services,2008 Q3
"4,547",Kentucky,Accommodation and food services,2008 Q3
"5,599",Louisiana,Accommodation and food services,2008 Q3
"1,730",Maine,Accommodation and food services,2008 Q3
"7,858",Maryland,Accommodation and food services,2008 Q3
"10,035",Massachusetts,Accommodation and food services,2008 Q3
"10,133",Michigan,Accommodation and food services,2008 Q3
"65,955",Mideast,Accommodation and food services,2008 Q3
"6,496",Minnesota,Accommodation and food services,2008 Q3
"3,770",Mississippi,Accommodation and food services,2008 Q3
"6,961",Missouri,Accommodation and food services,2008 Q3
"1,262",Montana,Accommodation and food services,2008 Q3
"1,905",Nebraska,Accommodation and food services,2008 Q3
"18,117",Nevada,Accommodation and food services,2008 Q3
"20,684",New England,Accommodation and food services,2008 Q3
"1,853",New Hampshire,Accommodation and food services,2008 Q3
"11,577",New Jersey,Accommodation and food services,2008 Q3
"2,382",New Mexico,Accommodation and food services,2008 Q3
"29,450",New York,Accommodation and food services,2008 Q3
"9,826",North Carolina,Accommodation and food services,2008 Q3
771,North Dakota,Accommodation and food services,2008 Q3
"11,771",Ohio,Accommodation and food services,2008 Q3
"3,592",Oklahoma,Accommodation and food services,2008 Q3
"4,477",Oregon,Accommodation and food services,2008 Q3
"12,856",Pennsylvania,Accommodation and food services,2008 Q3
"23,241",Plains,Accommodation and food services,2008 Q3
"1,523",Rhode Island,Accommodation and food services,2008 Q3
"15,255",Rocky Mountain,Accommodation and food services,2008 Q3
"6,038",South Carolina,Accommodation and food services,2008 Q3
"1,002",South Dakota,Accommodation and food services,2008 Q3
"100,096",Southeast,Accommodation and food services,2008 Q3
"46,332",Southwest,Accommodation and food services,2008 Q3
"8,303",Tennessee,Accommodation and food services,2008 Q3
"31,433",Texas,Accommodation and food services,2008 Q3
"414,374",United States,Accommodation and food services,2008 Q3
"3,000",Utah,Accommodation and food services,2008 Q3
"1,150",Vermont,Accommodation and food services,2008 Q3
"10,109",Virginia,Accommodation and food services,2008 Q3
"9,268",Washington,Accommodation and food services,2008 Q3
"1,935",West Virginia,Accommodation and food services,2008 Q3
"5,969",Wisconsin,Accommodation and food services,2008 Q3
"1,113",Wyoming,Accommodation and food services,2008 Q3
"4,362",Alabama,Administrative and waste management services,2008 Q3
887,Alaska,Administrative and waste management services,2008 Q3
"11,664",Arizona,Administrative and waste management services,2008 Q3
"2,374",Arkansas,Administrative and waste management services,2008 Q3
"60,049",California,Administrative and waste management services,2008 Q3
"8,301",Colorado,Administrative and waste management services,2008 Q3
"6,266",Connecticut,Administrative and waste management services,2008 Q3
"1,223",Delaware,Administrative and waste management services,2008 Q3
"2,687",District of Columbia,Administrative and waste management services,2008 Q3
"81,643",Far West,Administrative and waste management services,2008 Q3
"30,581",Florida,Administrative and waste management services,2008 Q3
"14,803",Georgia,Administrative and waste management services,2008 Q3
"65,385",Great Lakes,Administrative and waste management services,2008 Q3
"2,121",Hawaii,Administrative and waste management services,2008 Q3
"1,897",Idaho,Administrative and waste management services,2008 Q3
"21,836",Illinois,Administrative and waste management services,2008 Q3
"7,410",Indiana,Administrative and waste management services,2008 Q3
"2,978",Iowa,Administrative and waste management services,2008 Q3
"3,912",Kansas,Administrative and waste management services,2008 Q3
"3,965",Kentucky,Administrative and waste management services,2008 Q3
"5,345",Louisiana,Administrative and waste management services,2008 Q3
"1,441",Maine,Administrative and waste management services,2008 Q3
"9,114",Maryland,Administrative and waste management services,2008 Q3
"11,085",Massachusetts,Administrative and waste management services,2008 Q3
"14,112",Michigan,Administrative and waste management services,2008 Q3
"73,955",Mideast,Administrative and waste management services,2008 Q3
"6,673",Minnesota,Administrative and waste management services,2008 Q3
"2,222",Mississippi,Administrative and waste management services,2008 Q3
"7,544",Missouri,Administrative and waste management services,2008 Q3
826,Montana,Administrative and waste management services,2008 Q3
"2,162",Nebraska,Administrative and waste management services,2008 Q3
"3,896",Nevada,Administrative and waste management services,2008 Q3
"22,450",New England,Administrative and waste management services,2008 Q3
"1,881",New Hampshire,Administrative and waste management services,2008 Q3
"16,198",New Jersey,Administrative and waste management services,2008 Q3
"2,407",New Mexico,Administrative and waste management services,2008 Q3
"29,744",New York,Administrative and waste management services,2008 Q3
"11,655",North Carolina,Administrative and waste management services,2008 Q3
491,North Dakota,Administrative and waste management services,2008 Q3
"15,853",Ohio,Administrative and waste management services,2008 Q3
"5,062",Oklahoma,Administrative and waste management services,2008 Q3
"4,744",Oregon,Administrative and waste management services,2008 Q3
"14,988",Pennsylvania,Administrative and waste management services,2008 Q3
"24,393",Plains,Administrative and waste management services,2008 Q3
"1,258",Rhode Island,Administrative and waste management services,2008 Q3
"14,912",Rocky Mountain,Administrative and waste management services,2008 Q3
"6,559",South Carolina,Administrative and waste management services,2008 Q3
633,South Dakota,Administrative and waste management services,2008 Q3
"104,965",Southeast,Administrative and waste management services,2008 Q3
"58,461",Southwest,Administrative and waste management services,2008 Q3
"10,120",Tennessee,Administrative and waste management services,2008 Q3
"39,328",Texas,Administrative and waste management services,2008 Q3
"446,160",United States,Administrative and waste management services,2008 Q3
"3,432",Utah,Administrative and waste management services,2008 Q3
518,Vermont,Administrative and waste management services,2008 Q3
"11,667",Virginia,Administrative and waste management services,2008 Q3
"9,947",Washington,Administrative and waste management services,2008 Q3
"1,311",West Virginia,Administrative and waste management services,2008 Q3
"6,173",Wisconsin,Administrative and waste management services,2008 Q3
457,Wyoming,Administrative and waste management services,2008 Q3
"1,579",Alabama,"Agriculture, forestry, fishing, and hunting",2008 Q3
332,Alaska,"Agriculture, forestry, fishing, and hunting",2008 Q3
"1,330",Arizona,"Agriculture, forestry, fishing, and hunting",2008 Q3
"2,385",Arkansas,"Agriculture, forestry, fishing, and hunting",2008 Q3
"21,008",California,"Agriculture, forestry, fishing, and hunting",2008 Q3
"1,520",Colorado,"Agriculture, forestry, fishing, and hunting",2008 Q3
227,Connecticut,"Agriculture, forestry, fishing, and hunting",2008 Q3
,Delaware,"Agriculture, forestry, fishing, and hunting",2008 Q3
1,District of Columbia,"Agriculture, forestry, fishing, and hunting",2008 Q3
"29,512",Far West,"Agriculture, forestry, fishing, and hunting",2008 Q3
"4,741",Florida,"Agriculture, forestry, fishing, and hunting",2008 Q3
"2,949",Georgia,"Agriculture, forestry, fishing, and hunting",2008 Q3
"15,358",Great Lakes,"Agriculture, forestry, fishing, and hunting",2008 Q3
315,Hawaii,"Agriculture, forestry, fishing, and hunting",2008 Q3
"2,531",Idaho,"Agriculture, forestry, fishing, and hunting",2008 Q3
"5,175",Illinois,"Agriculture, forestry, fishing, and hunting",2008 Q3
"3,082",Indiana,"Agriculture, forestry, fishing, and hunting",2008 Q3
"5,756",Iowa,"Agriculture, forestry, fishing, and hunting",2008 Q3
"3,097",Kansas,"Agriculture, forestry, fishing, and hunting",2008 Q3
"1,406",Kentucky,"Agriculture, forestry, fishing, and hunting",2008 Q3
"1,176",Louisiana,"Agriculture, forestry, fishing, and hunting",2008 Q3
,Maine,"Agriculture, forestry, fishing, and hunting",2008 Q3
690,Maryland,"Agriculture, forestry, fishing, and hunting",2008 Q3
639,Massachusetts,"Agriculture, forestry, fishing, and hunting",2008 Q3
"2,236",Michigan,"Agriculture, forestry, fishing, and hunting",2008 Q3
,Mideast,"Agriculture, forestry, fishing, and hunting",2008 Q3
"5,023",Minnesota,"Agriculture, forestry, fishing, and hunting",2008 Q3
"1,545",Mississippi,"Agriculture, forestry, fishing, and hunting",2008 Q3
"2,734",Missouri,"Agriculture, forestry, fishing, and hunting",2008 Q3
"1,104",Montana,"Agriculture, forestry, fishing, and hunting",2008 Q3
"4,069",Nebraska,"Agriculture, forestry, fishing, and hunting",2008 Q3
215,Nevada,"Agriculture, forestry, fishing, and hunting",2008 Q3
,New England,"Agriculture, forestry, fishing, and hunting",2008 Q3
174,New Hampshire,"Agriculture, forestry, fishing, and hunting",2008 Q3
658,New Jersey,"Agriculture, forestry, fishing, and hunting",2008 Q3
836,New Mexico,"Agriculture, forestry, fishing, and hunting",2008 Q3
"2,000",New York,"Agriculture, forestry, fishing, and hunting",2008 Q3
"3,082",North Carolina,"Agriculture, forestry, fishing, and hunting",2008 Q3
"2,742",North Dakota,"Agriculture, forestry, fishing, and hunting",2008 Q3
"2,075",Ohio,"Agriculture, forestry, fishing, and hunting",2008 Q3
"1,634",Oklahoma,"Agriculture, forestry, fishing, and hunting",2008 Q3
"2,873",Oregon,"Agriculture, forestry, fishing, and hunting",2008 Q3
"2,172",Pennsylvania,"Agriculture, forestry, fishing, and hunting",2008 Q3
"26,051",Plains,"Agriculture, forestry, fishing, and hunting",2008 Q3
70,Rhode Island,"Agriculture, forestry, fishing, and hunting",2008 Q3
"5,895",Rocky Mountain,"Agriculture, forestry, fishing, and hunting",2008 Q3
860,South Carolina,"Agriculture, forestry, fishing, and hunting",2008 Q3
"2,627",South Dakota,"Agriculture, forestry, fishing, and hunting",2008 Q3
"21,893",Southeast,"Agriculture, forestry, fishing, and hunting",2008 Q3
"8,656",Southwest,"Agriculture, forestry, fishing, and hunting",2008 Q3
"1,040",Tennessee,"Agriculture, forestry, fishing, and hunting",2008 Q3
"4,856",Texas,"Agriculture, forestry, fishing, and hunting",2008 Q3
"115,149",United States,"Agriculture, forestry, fishing, and hunting",2008 Q3
442,Utah,"Agriculture, forestry, fishing, and hunting",2008 Q3
275,Vermont,"Agriculture, forestry, fishing, and hunting",2008 Q3
994,Virginia,"Agriculture, forestry, fishing, and hunting",2008 Q3
"4,784",Washington,"Agriculture, forestry, fishing, and hunting",2008 Q3
131,West Virginia,"Agriculture, forestry, fishing, and hunting",2008 Q3
"2,786",Wisconsin,"Agriculture, forestry, fishing, and hunting",2008 Q3
297,Wyoming,"Agriculture, forestry, fishing, and hunting",2008 Q3
"176,307",Alabama,All industry total,2008 Q3
"46,165",Alaska,All industry total,2008 Q3
"264,012",Arizona,All industry total,2008 Q3
"103,753",Arkansas,All industry total,2008 Q3
"2,027,544",California,All industry total,2008 Q3
"254,913",Colorado,All industry total,2008 Q3
"237,538",Connecticut,All industry total,2008 Q3
"53,914",Delaware,All industry total,2008 Q3
"100,466",District of Columbia,All industry total,2008 Q3
"2,818,882",Far West,All industry total,2008 Q3
"769,921",Florida,All industry total,2008 Q3
"421,418",Georgia,All industry total,2008 Q3
"2,094,267",Great Lakes,All industry total,2008 Q3
"67,403",Hawaii,All industry total,2008 Q3
"57,161",Idaho,All industry total,2008 Q3
"661,076",Illinois,All industry total,2008 Q3
"280,077",Indiana,All industry total,2008 Q3
"137,914",Iowa,All industry total,2008 Q3
"127,565",Kansas,All industry total,2008 Q3
"162,233",Kentucky,All industry total,2008 Q3
"205,740",Louisiana,All industry total,2008 Q3
"51,273",Maine,All industry total,2008 Q3
"304,840",Maryland,All industry total,2008 Q3
"389,952",Massachusetts,All industry total,2008 Q3
"395,132",Michigan,All industry total,2008 Q3
"2,663,973",Mideast,All industry total,2008 Q3
"272,458",Minnesota,All industry total,2008 Q3
"95,165",Mississippi,All industry total,2008 Q3
"251,881",Missouri,All industry total,2008 Q3
"36,447",Montana,All industry total,2008 Q3
"87,359",Nebraska,All industry total,2008 Q3
"131,110",Nevada,All industry total,2008 Q3
"815,378",New England,All industry total,2008 Q3
"62,583",New Hampshire,All industry total,2008 Q3
"504,953",New Jersey,All industry total,2008 Q3
"81,010",New Mexico,All industry total,2008 Q3
"1,120,960",New York,All industry total,2008 Q3
"422,568",North Carolina,All industry total,2008 Q3
"31,952",North Dakota,All industry total,2008 Q3
"505,760",Ohio,All industry total,2008 Q3
"147,450",Oklahoma,All industry total,2008 Q3
"184,486",Oregon,All industry total,2008 Q3
"579,082",Pennsylvania,All industry total,2008 Q3
"945,161",Plains,All industry total,2008 Q3
"48,128",Rhode Island,All industry total,2008 Q3
"502,705",Rocky Mountain,All industry total,2008 Q3
"167,619",South Carolina,All industry total,2008 Q3
"36,018",South Dakota,All industry total,2008 Q3
"3,258,010",Southeast,All industry total,2008 Q3
"1,665,948",Southwest,All industry total,2008 Q3
"258,993",Tennessee,All industry total,2008 Q3
"1,174,140",Texas,All industry total,2008 Q3
"14,763,544",United States,All industry total,2008 Q3
"116,199",Utah,All industry total,2008 Q3
"25,908",Vermont,All industry total,2008 Q3
"411,148",Virginia,All industry total,2008 Q3
"362,807",Washington,All industry total,2008 Q3
"63,693",West Virginia,All industry total,2008 Q3
"252,208",Wisconsin,All industry total,2008 Q3
"38,055",Wyoming,All industry total,2008 Q3
650,Alabama,"Arts, entertainment, and recreation",2008 Q3
200,Alaska,"Arts, entertainment, and recreation",2008 Q3
"2,419",Arizona,"Arts, entertainment, and recreation",2008 Q3
409,Arkansas,"Arts, entertainment, and recreation",2008 Q3
"25,212",California,"Arts, entertainment, and recreation",2008 Q3
"2,971",Colorado,"Arts, entertainment, and recreation",2008 Q3
"1,744",Connecticut,"Arts, entertainment, and recreation",2008 Q3
421,Delaware,"Arts, entertainment, and recreation",2008 Q3
738,District of Columbia,"Arts, entertainment, and recreation",2008 Q3
"33,207",Far West,"Arts, entertainment, and recreation",2008 Q3
"13,199",Florida,"Arts, entertainment, and recreation",2008 Q3
"2,796",Georgia,"Arts, entertainment, and recreation",2008 Q3
"18,707",Great Lakes,"Arts, entertainment, and recreation",2008 Q3
665,Hawaii,"Arts, entertainment, and recreation",2008 Q3
387,Idaho,"Arts, entertainment, and recreation",2008 Q3
"5,875",Illinois,"Arts, entertainment, and recreation",2008 Q3
"3,478",Indiana,"Arts, entertainment, and recreation",2008 Q3
"1,158",Iowa,"Arts, entertainment, and recreation",2008 Q3
522,Kansas,"Arts, entertainment, and recreation",2008 Q3
876,Kentucky,"Arts, entertainment, and recreation",2008 Q3
"2,531",Louisiana,"Arts, entertainment, and recreation",2008 Q3
437,Maine,"Arts, entertainment, and recreation",2008 Q3
"2,190",Maryland,"Arts, entertainment, and recreation",2008 Q3
"3,530",Massachusetts,"Arts, entertainment, and recreation",2008 Q3
"3,484",Michigan,"Arts, entertainment, and recreation",2008 Q3
"28,777",Mideast,"Arts, entertainment, and recreation",2008 Q3
"2,565",Minnesota,"Arts, entertainment, and recreation",2008 Q3
764,Mississippi,"Arts, entertainment, and recreation",2008 Q3
"3,437",Missouri,"Arts, entertainment, and recreation",2008 Q3
476,Montana,"Arts, entertainment, and recreation",2008 Q3
457,Nebraska,"Arts, entertainment, and recreation",2008 Q3
"3,026",Nevada,"Arts, entertainment, and recreation",2008 Q3
"6,814",New England,"Arts, entertainment, and recreation",2008 Q3
475,New Hampshire,"Arts, entertainment, and recreation",2008 Q3
"4,017",New Jersey,"Arts, entertainment, and recreation",2008 Q3
429,New Mexico,"Arts, entertainment, and recreation",2008 Q3
"15,515",New York,"Arts, entertainment, and recreation",2008 Q3
"3,539",North Carolina,"Arts, entertainment, and recreation",2008 Q3
117,North Dakota,"Arts, entertainment, and recreation",2008 Q3
"3,901",Ohio,"Arts, entertainment, and recreation",2008 Q3
805,Oklahoma,"Arts, entertainment, and recreation",2008 Q3
"1,049",Oregon,"Arts, entertainment, and recreation",2008 Q3
"5,896",Pennsylvania,"Arts, entertainment, and recreation",2008 Q3
"8,507",Plains,"Arts, entertainment, and recreation",2008 Q3
409,Rhode Island,"Arts, entertainment, and recreation",2008 Q3
"4,909",Rocky Mountain,"Arts, entertainment, and recreation",2008 Q3
